codec,uncompressed_size,compressed_size,compression_time_s,compression_max_RSS_kB,decompression_time_s,decompression_max_RSS_kB,filename,test_set,compression_speed_MiB/s,decompression_speed_MiB/s,compression_rank,compression_speed_rank,decompression_speed_rank
rans0,3235715,2006710,0.13,4720,0.12,4696,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.EditACGT_NVec,1,23.73706377,15.94789823,4,1,2
rans1,3235715,1864473,0.15,5848,0.14,6096,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.EditACGT_NVec,1,20.57212194,12.70071438,1,2,3
gabac,3235715,1959989,0.48,88500,0.47,92320,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.EditACGT_NVec,1,6.428788106,3.977002489,2,4,6
gzip,51186215,11396252,78.03,1692,0.88,1684,02_NA12878_S1.chr11.sam.deez_rawstreams.MappingQual,2,0.625592446,12.3503555,5,5,1
bzip2,51186215,11031585,5.07,10720,3.62,6952,02_NA12878_S1.chr11.sam.deez_rawstreams.MappingQual,2,9.628200907,2.906226321,4,3,5
xz,51186215,10019224,104.33,518204,2.1,52200,02_NA12878_S1.chr11.sam.deez_rawstreams.MappingQual,2,0.467890143,4.550036476,3,6,4
rans0,51186215,11650484,1.29,4136,1.34,4468,02_NA12878_S1.chr11.sam.deez_rawstreams.MappingQual,2,37.84106868,8.291617436,6,1,2
rans1,51186215,9892240,1.43,4168,1.63,5628,02_NA12878_S1.chr11.sam.deez_rawstreams.MappingQual,2,34.13634867,5.787714859,2,2,3
gabac,51186215,9374062,24.33,930080,25.14,939072,02_NA12878_S1.chr11.sam.deez_rawstreams.MappingQual,2,2.006369856,0.355600723,1,4,7
gzip,94778876,1114121,5.46,1688,1.37,1624,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.pairedChr,1,16.55461168,0.77555371,5,5,2
bzip2,94778876,891140,1.18,9624,1.38,6524,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.pairedChr,1,76.60015236,0.615838645,1,1,4
xz,94778876,1036368,9.87,685220,1.17,67840,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.pairedChr,1,9.157870292,0.844750038,4,6,1
rans0,94778876,1346087,1.26,3948,1.71,4332,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.pairedChr,1,71.73665062,0.750718479,6,2,3
rans1,94778876,984338,1.56,3692,2.68,5364,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.pairedChr,1,57.94114088,0.350275324,3,3,7
gabac,94778876,906335,1.97,838336,2.43,1097340,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.pairedChr,1,45.88232476,0.355698935,2,4,6
gzip,46004543,9771825,89.59,1744,0.76,1552,02_NA12878_S1.chr11.sam.deez_rawstreams.TagAMj,2,0.489712592,12.26202438,6,6,1
bzip2,46004543,9743522,4.39,9848,2.69,6996,02_NA12878_S1.chr11.sam.deez_rawstreams.TagAMj,2,9.993929635,3.454329622,5,3,5
xz,46004543,8728180,77.26,472836,1.54,47136,02_NA12878_S1.chr11.sam.deez_rawstreams.TagAMj,2,0.56786631,5.40509162,4,5,4
rans0,46004543,8450998,1.11,4004,1.2,4312,02_NA12878_S1.chr11.sam.deez_rawstreams.TagAMj,2,39.52554153,6.716249784,3,2,2
rans1,46004543,7926372,1.01,4080,1.36,5680,02_NA12878_S1.chr11.sam.deez_rawstreams.TagAMj,2,43.43896148,5.558218676,2,1,3
gabac,46004543,7850112,15.55,889652,12.1,896776,02_NA12878_S1.chr11.sam.deez_rawstreams.TagAMj,2,2.82143737,0.618714892,1,4,7
gzip,16958392,1880286,14.42,1748,0.26,1616,02_NA12878_S1.chr11.sam.deez_rawstreams.EditXlen,2,1.121552212,6.896847945,6,5,1
bzip2,16958392,1689952,0.98,9712,0.59,6792,02_NA12878_S1.chr11.sam.deez_rawstreams.EditXlen,2,16.50283969,2.73163359,5,3,4
xz,16958392,1622624,22.41,217276,0.5,18764,02_NA12878_S1.chr11.sam.deez_rawstreams.EditXlen,2,0.721677059,3.094909668,4,6,3
rans0,16958392,1541141,0.27,3656,0.38,4216,02_NA12878_S1.chr11.sam.deez_rawstreams.EditXlen,2,59.89919592,3.867754183,3,1,2
rans1,16958392,1453662,0.42,3820,0.51,5472,02_NA12878_S1.chr11.sam.deez_rawstreams.EditXlen,2,38.50662595,2.718274734,2,2,5
gabac,16958392,1398783,9.38,432356,5.78,401272,02_NA12878_S1.chr11.sam.deez_rawstreams.EditXlen,2,1.724177281,0.230792979,1,4,6
gzip,3161681,339172,1.25,1780,0.06,1596,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.EditACGT_IS_NVec,1,2.412171173,5.390993754,5,5,1
bzip2,3161681,286921,0.12,9040,0.1,5964,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.EditACGT_IS_NVec,1,25.12678305,2.736291885,2,3,5
xz,3161681,301344,1.65,98132,0.09,6272,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.EditACGT_IS_NVec,1,1.827402404,3.193155924,4,6,3
rans0,3161681,349281,0.09,3040,0.09,3540,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.EditACGT_IS_NVec,1,33.5023774,3.701114655,6,1,2
rans1,3161681,294118,0.1,4008,0.1,4952,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.EditACGT_IS_NVec,1,30.15213966,2.804927826,3,2,4
gabac,3161681,267830,0.25,88568,0.23,89460,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.EditACGT_IS_NVec,1,12.06085587,1.110533009,1,4,7
gzip,6079110,1732922,1.13,1772,0.13,1644,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.TagSAZ,1,5.130523074,12.71264003,3,4,2
bzip2,6079110,1308741,0.82,9660,0.28,6828,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.TagSAZ,1,7.070111065,4.45754528,1,3,5
xz,6079110,1329944,4.84,123740,0.23,9516,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.TagSAZ,1,1.197828734,5.514493196,2,5,4
rans0,6079110,2965252,0.16,4612,0.17,4564,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.TagSAZ,1,36.23431921,16.63461573,6,1,1
rans1,6079110,2390861,0.2,4412,0.21,5772,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.TagSAZ,1,28.98745537,10.85763205,5,2,3
gabac,6079110,2085855,11.82,92136,0.53,108956,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.TagSAZ,1,0.490481478,3.753257248,4,6,6
gzip,47292688,2634845,14.03,1784,0.66,1628,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.EditXlen,1,3.214670128,3.807248491,6,5,1
bzip2,47292688,2216338,1.11,10204,0.9,6816,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.EditXlen,1,40.63227198,2.348516252,4,3,3
xz,47292688,2533044,25.03,485688,0.72,49136,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.EditXlen,1,1.801910583,3.355137507,5,6,2
rans0,47292688,1945762,0.83,3660,0.94,4136,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.EditXlen,1,54.33954446,1.974067282,3,1,4
rans1,47292688,1934322,0.95,3848,1.05,5452,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.EditXlen,1,47.475602,1.756869725,2,2,5
gabac,47292688,1897465,2.54,900872,2.33,903196,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.EditXlen,1,17.7566228,0.776636754,1,4,6
gzip,94759522,35286214,51.3,1776,1.78,1712,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.TagXSj,1,1.761593029,18.90536855,5,5,2
bzip2,94759522,30615717,8.08,10288,6.06,6996,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.TagXSj,1,11.18437158,4.818056598,3,3,5
xz,94759522,29659240,119.16,685576,3.49,67724,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.TagXSj,1,0.758389748,8.104657717,2,6,4
rans0,94759522,53981986,2.27,4732,2.21,5056,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.TagXSj,1,39.81045038,23.29467584,6,1,1
rans1,94759522,29410351,2.37,4848,2.65,5748,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.TagXSj,1,38.13068454,10.58411184,1,2,3
gabac,94759522,32510029,10.19,1795112,12.83,1860044,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.TagXSj,1,8.868471282,2.416522189,4,4,7
gzip,185117189,25496970,288.32,1688,2.6,1592,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.readNameIndex,1,0.612311004,9.35223286,5,5,2
bzip2,185117189,24995929,35.18,10644,7.91,6968,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.readNameIndex,1,5.018235039,3.013650506,4,3,5
xz,185117189,21552436,293.41,691564,3.39,67908,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.readNameIndex,1,0.601688793,6.063128221,3,6,3
rans0,185117189,48368373,3.51,4128,3.9,4544,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.readNameIndex,1,50.29672612,11.82760899,6,2,1
rans1,185117189,19022307,3.39,3832,4.26,5484,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.readNameIndex,1,52.0771412,4.258470804,1,1,4
gabac,185117189,20320158,42.87,3549016,54.75,3601292,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.readNameIndex,1,4.118066449,0.353950919,2,4,7
gzip,4186143,2834536,0.42,1748,0.12,1644,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.EditHSlen,1,9.505278724,22.52686818,3,3,1
bzip2,4186143,2899404,0.51,9832,0.42,6880,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.EditHSlen,1,7.827876596,6.58354078,5,4,5
xz,4186143,2701532,1.69,105976,0.32,8372,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.EditHSlen,1,2.362258618,8.05119276,1,6,4
rans0,4186143,2975561,0.14,4740,0.14,4860,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.EditHSlen,1,28.51583617,20.26940073,6,1,2
rans1,4186143,2850227,0.17,5168,0.16,6144,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.EditHSlen,1,23.48362979,16.98867679,4,2,3
gabac,4186143,2811720,1.44,103952,1.29,106424,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.EditHSlen,1,2.772372961,2.078655154,2,5,6
gzip,94759522,18429607,299.39,1796,1.51,1708,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.pairedTLenBit,1,0.301846162,11.63963103,5,6,1
bzip2,94759522,18475266,9.55,10512,5.36,6948,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.pairedTLenBit,1,9.462798154,3.287199006,6,3,5
xz,94759522,16342420,173.58,685724,2.09,67840,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.pairedTLenBit,1,0.520622896,7.457103455,4,5,3
rans0,94759522,16189769,1.65,3984,1.94,4256,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.pairedTLenBit,1,54.76952871,7.958642724,3,1,2
rans1,94759522,15352993,1.95,4072,2.21,5672,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.pairedTLenBit,1,46.34344737,6.625228554,2,2,4
gabac,94759522,14863071,48.71,1794304,22.58,1808752,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.pairedTLenBit,1,1.855260159,0.62774708,1,4,6
gzip,94610597,92717,0.94,1836,1.38,1732,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.TagMDZ,1,95.98691108,0.064073784,6,1,1
bzip2,94610597,862,1.16,9732,1.18,5740,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.TagMDZ,1,77.78249691,0.000696667,2,2,5
xz,94610597,14688,9.88,684708,0.38,67864,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.TagMDZ,1,9.132357937,0.036862022,5,6,2
rans0,94610597,11944,1.29,2536,1.64,3376,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.TagMDZ,1,69.94395071,0.00694554,4,3,3
rans1,94610597,10156,1.47,2664,1.87,4404,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.TagMDZ,1,61.37938532,0.005179421,3,4,4
gabac,94610597,788,5.33,836488,1.95,1054624,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.TagMDZ,1,16.92827325,0.000385382,1,5,7
gzip,94759522,18453426,117.11,1816,14.72,1596,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.EditOPLen,1,0.771665292,1.195554241,6,5,5
bzip2,94759522,17708778,7.25,10452,6.16,6884,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.EditOPLen,1,12.46478929,2.741624473,5,3,4
xz,94759522,15969744,151.29,685764,3.56,67724,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.EditOPLen,1,0.597327797,4.278071543,4,6,3
rans0,94759522,15418742,1.7,4336,2.21,4576,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.EditOPLen,1,53.15866022,6.653601012,3,1,1
rans1,94759522,14839572,2.31,4156,2.21,5580,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.EditOPLen,1,39.12109193,6.403673612,2,2,2
gabac,94759522,14205473,39.68,1794316,34.68,1809336,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.EditOPLen,1,2.277462761,0.390639987,1,4,7
gzip,204744860,198775,2.22,1776,3.02,1672,02_NA12878_S1.chr11.sam.deez_rawstreams.TagRG^,2,87.9549164,0.062770401,6,2,1
bzip2,204744860,176,2.76,9712,2.61,5672,02_NA12878_S1.chr11.sam.deez_rawstreams.TagRG^,2,70.7463458,6.43E-05,2,3,5
xz,204744860,29916,24.57,691220,0.85,67684,02_NA12878_S1.chr11.sam.deez_rawstreams.TagRG^,2,7.947086463,0.033564848,5,6,2
rans0,204744860,14276,3.49,2444,3.78,3372,02_NA12878_S1.chr11.sam.deez_rawstreams.TagRG^,2,55.94839954,0.00360176,3,5,3
rans1,204744860,14668,3.36,2636,3.96,4508,02_NA12878_S1.chr11.sam.deez_rawstreams.TagRG^,2,58.11306976,0.003532448,4,4,4
gabac,204744860,36,2.14,604796,3.95,667580,02_NA12878_S1.chr11.sam.deez_rawstreams.TagRG^,2,91.24295065,8.69E-06,1,1,6
gzip,46004543,7550690,49.86,1740,0.73,1684,02_NA12878_S1.chr11.sam.deez_rawstreams.TagXMj,2,0.879930828,9.864245376,6,5,1
bzip2,46004543,7221331,3.64,10108,1.9,6760,02_NA12878_S1.chr11.sam.deez_rawstreams.TagXMj,2,12.05311843,3.624630476,5,4,5
xz,46004543,6564916,91.78,472584,1.45,47104,02_NA12878_S1.chr11.sam.deez_rawstreams.TagXMj,2,0.47802736,4.317787433,3,6,3
rans0,46004543,6734951,1.02,4016,1.14,4544,02_NA12878_S1.chr11.sam.deez_rawstreams.TagXMj,2,43.01308931,5.634166483,4,1,2
rans1,46004543,6017344,1.1,4216,1.36,5568,02_NA12878_S1.chr11.sam.deez_rawstreams.TagXMj,2,39.88486463,4.219548842,2,2,4
gabac,46004543,5862340,3.48,724432,4.69,730052,02_NA12878_S1.chr11.sam.deez_rawstreams.TagXMj,2,12.6072848,1.192060361,1,3,6
gzip,2080283,202817,0.76,1772,0.03,1680,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.EditLen,1,2.610411142,6.447378794,4,4,2
bzip2,2080283,187581,0.12,7744,0.11,5080,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.EditLen,1,16.5326039,1.626283472,2,3,6
xz,2080283,182832,1.22,87620,0.08,4720,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.EditLen,1,1.626157761,2.179527283,1,5,4
rans0,2080283,484542,0.06,3400,0.05,3764,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.EditLen,1,33.0652078,9.241905212,6,1,1
rans1,2080283,211462,0.06,3052,0.09,4852,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.EditLen,1,33.0652078,2.240731981,5,1,3
gabac,2080283,196584,0.08,38496,0.11,38676,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.EditLen,1,24.79890585,1.70433738,3,2,5
gzip,46004543,2196358,11.58,1700,0.67,1560,02_NA12878_S1.chr11.sam.deez_rawstreams.TagXOj,2,3.788717711,3.126283902,6,5,1
bzip2,46004543,1819282,1.05,9836,0.9,6892,02_NA12878_S1.chr11.sam.deez_rawstreams.TagXOj,2,41.7841439,1.927780575,3,3,4
xz,46004543,2140036,27.37,472476,0.73,48580,02_NA12878_S1.chr11.sam.deez_rawstreams.TagXOj,2,1.602972272,2.795749821,5,6,2
rans0,46004543,1886289,0.72,3600,0.85,4244,02_NA12878_S1.chr11.sam.deez_rawstreams.TagXOj,2,60.93520986,2.116359262,4,1,3
rans1,46004543,1562226,1.04,3512,1.24,5476,02_NA12878_S1.chr11.sam.deez_rawstreams.TagXOj,2,42.18591452,1.201495817,2,2,5
gabac,46004543,1519300,6.76,724516,5.62,725732,02_NA12878_S1.chr11.sam.deez_rawstreams.TagXOj,2,6.490140695,0.257814482,1,4,6
gzip,5183314,5078466,0.37,1716,0.16,1552,02_NA12878_S1.chr11.sam.deez_rawstreams.EditACGT_SeqVec,2,13.35998226,30.27001619,3,3,1
bzip2,5183314,5118755,0.93,9924,0.52,6740,02_NA12878_S1.chr11.sam.deez_rawstreams.EditACGT_SeqVec,2,5.315261759,9.387740722,5,4,4
xz,5183314,5050332,1.57,115972,0.6,7508,02_NA12878_S1.chr11.sam.deez_rawstreams.EditACGT_SeqVec,2,3.148530851,8.02728653,1,5,5
rans0,5183314,5101963,0.32,4792,0.17,5276,02_NA12878_S1.chr11.sam.deez_rawstreams.EditACGT_SeqVec,2,15.44747949,28.62124163,4,2,2
rans1,5183314,5264869,0.23,5896,0.37,6572,02_NA12878_S1.chr11.sam.deez_rawstreams.EditACGT_SeqVec,2,21.49214537,13.57019012,6,1,3
gabac,5183314,5077216,6.22,182764,3.39,155368,02_NA12878_S1.chr11.sam.deez_rawstreams.EditACGT_SeqVec,2,0.794725633,1.428321681,2,6,6
