codec,uncompressed_size,compressed_size,compression_time_s,compression_max_RSS_kB,decompression_time_s,decompression_max_RSS_kB,filename,test_set,compression_speed_MiB/s,decompression_speed_MiB/s,compression_rank,compression_speed_rank,decompression_speed_rank
rans0,328305,41140,0.0,1760,0.0,1968,07_chr1_N.gtl_filtered.nrcomp.codec_stats,07,inf,inf,1,1,1
rans1,328305,41171,0.0,1940,0.0,2724,07_chr1_N.gtl_filtered.nrcomp.codec_stats,07,inf,inf,2,1,1
gabac,328305,42419,0.03,14604,0.03,15524,07_chr1_N.gtl_filtered.nrcomp.codec_stats,07,10.436534881591797,1.3484636942545574,3,2,4
gzip,102192,74528,0.02,1740,0.0,1616,05_9827_2#49.bam_filtered.npos.codec_stats,05,4.872894287109375,inf,5,3,1
bzip2,102192,63015,0.02,2348,0.01,1724,05_9827_2#49.bam_filtered.npos.codec_stats,05,4.872894287109375,6.009578704833984,2,3,3
xz,102192,64048,0.07,69600,0.01,2264,05_9827_2#49.bam_filtered.npos.codec_stats,05,1.3922555106026784,6.10809326171875,3,4,2
rans0,102192,70208,0.0,1584,0.0,1656,05_9827_2#49.bam_filtered.npos.codec_stats,05,inf,inf,4,1,1
rans1,102192,106547,0.0,2908,0.0,2740,05_9827_2#49.bam_filtered.npos.codec_stats,05,inf,inf,6,1,1
gabac,102192,57895,0.01,5360,0.01,5580,05_9827_2#49.bam_filtered.npos.codec_stats,05,9.74578857421875,5.521297454833984,1,2,4
gzip,25193664,789407,4.46,1748,0.38,1612,09_sample-2-10_sorted.bam_filtered.gpos.codec_stats,09,5.387118899768778,1.9811504765560752,4,5,1
bzip2,25193664,520866,0.51,9080,0.41,6216,09_sample-2-10_sorted.bam_filtered.gpos.codec_stats,09,47.1108829273897,1.2115525036323362,2,3,5
xz,25193664,567468,7.79,291472,0.33,27860,09_sample-2-10_sorted.bam_filtered.gpos.codec_stats,09,3.0842811672617136,1.6399383544921875,3,6,2
rans0,25193664,944134,0.49,3440,0.57,4028,09_sample-2-10_sorted.bam_filtered.gpos.codec_stats,09,49.03377610809949,1.5796427141156115,5,2,3
rans1,25193664,1055235,0.67,4724,0.75,5668,09_sample-2-10_sorted.bam_filtered.gpos.codec_stats,09,35.86052282532649,1.3418006896972656,6,4,4
gabac,25193664,424842,0.34,103292,0.68,104204,09_sample-2-10_sorted.bam_filtered.gpos.codec_stats,09,70.66632439108456,0.5958248587215648,1,1,6
gzip,209715200,81913353,235.14,1764,7.25,1624,07_chr1_m.gtl_filtered.mpair.cropped.codec_stats,07,0.8505571149102663,10.774987714043979,5,5,1
bzip2,209715200,65716353,30.89,9936,13.67,6976,07_chr1_m.gtl_filtered.mpair.cropped.codec_stats,07,6.474587245063127,4.584637748645707,2,4,5
xz,209715200,66133000,320.47,691472,10.02,67768,07_chr1_m.gtl_filtered.mpair.cropped.codec_stats,07,0.6240833775392391,6.294345665358736,3,6,4
rans0,209715200,101493018,8.65,4452,12.22,4888,07_chr1_m.gtl_filtered.mpair.cropped.codec_stats,07,23.12138728323699,7.920727050831196,6,1,3
rans1,209715200,78588612,10.4,5492,9.38,6072,07_chr1_m.gtl_filtered.mpair.cropped.codec_stats,07,19.23076923076923,7.99018558917015,4,2,2
gabac,209715200,61347166,13.16,939944,14.41,1000792,07_chr1_m.gtl_filtered.mpair.cropped.codec_stats,07,15.19756838905775,4.060042789626006,1,3,7
gzip,391648,46274,0.35,1740,0.0,1616,20_MH0003_081203_clean_1.bam_filtered.pos.codec_stats,20,1.0671561104910714,inf,4,4,1
bzip2,391648,35045,0.03,5180,0.01,2828,20_MH0003_081203_clean_1.bam_filtered.pos.codec_stats,20,12.450154622395834,3.342151641845703,2,3,4
xz,391648,35452,0.46,71752,0.0,2596,20_MH0003_081203_clean_1.bam_filtered.pos.codec_stats,20,0.8119666058084238,inf,3,5,1
rans0,391648,78744,0.02,1856,0.01,1952,20_MH0003_081203_clean_1.bam_filtered.pos.codec_stats,20,18.67523193359375,7.509613037109375,6,2,2
rans1,391648,53204,0.01,2864,0.01,2916,20_MH0003_081203_clean_1.bam_filtered.pos.codec_stats,20,37.3504638671875,5.0739288330078125,5,1,3
gabac,391648,32829,0.01,7692,0.02,7476,20_MH0003_081203_clean_1.bam_filtered.pos.codec_stats,20,37.3504638671875,1.565408706665039,1,1,5
gzip,209715200,4858261,33.63,1836,2.79,1640,02_NA12878_S1.bam_filtered.mrcomp.cropped.codec_stats,02,5.947071067499256,1.6606447089957508,3,4,3
bzip2,209715200,4999180,70.52,10656,7.16,6884,02_NA12878_S1.bam_filtered.mrcomp.cropped.codec_stats,02,2.836074872376631,0.6658644649569548,4,6,6
xz,209715200,5347792,47.03,691444,2.81,67760,02_NA12878_S1.bam_filtered.mrcomp.cropped.codec_stats,02,4.25260472039124,1.81496508180883,5,5,2
rans0,209715200,27764203,3.15,3848,3.92,4600,02_NA12878_S1.bam_filtered.mrcomp.cropped.codec_stats,02,63.492063492063494,6.754593703211571,6,1,1
rans1,209715200,4600775,3.25,3728,4.43,5464,02_NA12878_S1.bam_filtered.mrcomp.cropped.codec_stats,02,61.53846153846154,0.990438138389157,2,2,4
gabac,209715200,3788327,3.75,939500,6.24,944020,02_NA12878_S1.bam_filtered.mrcomp.cropped.codec_stats,02,53.333333333333336,0.5789791926359519,1,3,7
gzip,1002672,330384,0.83,1740,0.01,1616,10_K562_cytosol_LID8465_TopHat_v2.bam_filtered.npos.codec_stats,10,1.1520753423851657,31.50787353515625,5,6,1
bzip2,1002672,268171,0.07,8484,0.04,5460,10_K562_cytosol_LID8465_TopHat_v2.bam_filtered.npos.codec_stats,10,13.660321916852677,6.393694877624512,3,4,5
xz,1002672,247784,0.58,79304,0.03,3208,10_K562_cytosol_LID8465_TopHat_v2.bam_filtered.npos.codec_stats,10,1.6486595416891165,7.876841227213542,2,5,4
rans0,1002672,304500,0.02,3160,0.02,3540,10_K562_cytosol_LID8465_TopHat_v2.bam_filtered.npos.codec_stats,10,47.811126708984375,14.519691467285156,4,1,2
rans1,1002672,331810,0.04,4184,0.03,4076,10_K562_cytosol_LID8465_TopHat_v2.bam_filtered.npos.codec_stats,10,23.905563354492188,10.547955830891928,6,2,3
gabac,1002672,228402,0.05,9996,0.07,11064,10_K562_cytosol_LID8465_TopHat_v2.bam_filtered.npos.codec_stats,10,19.12445068359375,3.111730303083147,1,3,6
gzip,209715200,81773127,244.27,1696,8.87,1568,07_chr1_p.gtl_filtered.pair.cropped.codec_stats,07,0.8187661194579768,8.791987710499038,5,5,2
bzip2,209715200,65540153,31.83,9940,15.56,7044,07_chr1_p.gtl_filtered.pair.cropped.codec_stats,07,6.283380458686774,4.016964049449617,2,4,7
xz,209715200,65789064,320.51,691344,14.19,67752,07_chr1_p.gtl_filtered.pair.cropped.codec_stats,07,0.624005491248323,4.42151801530705,3,6,6
rans0,209715200,100908150,7.66,4508,9.96,4904,07_chr1_p.gtl_filtered.pair.cropped.codec_stats,07,26.109660574412533,9.661999093480857,6,1,1
rans1,209715200,78582195,7.94,5484,9.02,5964,07_chr1_p.gtl_filtered.pair.cropped.codec_stats,07,25.188916876574307,8.308405886732555,4,2,3
gabac,209715200,61313584,12.36,940008,12.26,1001048,07_chr1_p.gtl_filtered.pair.cropped.codec_stats,07,16.181229773462785,4.769428246950831,1,3,5
gzip,209715200,14774142,85.52,1896,3.79,1612,10_K562_cytosol_LID8465_TopHat_v2.bam_filtered.pos.cropped.codec_stats,10,2.3386342376052385,3.7176041615669835,6,5,1
bzip2,209715200,10484993,8.05,10800,4.81,7036,10_K562_cytosol_LID8465_TopHat_v2.bam_filtered.pos.cropped.codec_stats,10,24.844720496894407,2.0788500066110847,2,3,5
xz,209715200,10949356,138.43,691392,4.35,67748,10_K562_cytosol_LID8465_TopHat_v2.bam_filtered.pos.cropped.codec_stats,10,1.4447735317488983,2.400487263997396,3,6,3
rans0,209715200,13935745,3.22,3808,4.17,4388,10_K562_cytosol_LID8465_TopHat_v2.bam_filtered.pos.cropped.codec_stats,10,62.11180124223602,3.1870892293733375,4,1,2
rans1,209715200,14533616,4.72,4928,6.0,5712,10_K562_cytosol_LID8465_TopHat_v2.bam_filtered.pos.cropped.codec_stats,10,42.37288135593221,2.3100560506184897,5,2,4
gabac,209715200,8670006,21.37,823988,25.72,832924,10_K562_cytosol_LID8465_TopHat_v2.bam_filtered.pos.cropped.codec_stats,10,9.35891436593355,0.3214759737670329,1,4,7
gzip,1487746,1516,0.06,1632,0.02,1588,09_sample-2-10_sorted.bam_filtered.mpair.codec_stats,09,23.647085825602215,0.07228851318359375,5,3,2
bzip2,1487746,78,0.7,9564,0.03,5788,09_sample-2-10_sorted.bam_filtered.mpair.codec_stats,09,2.026893070765904,0.00247955322265625,2,5,5
xz,1487746,348,0.19,82448,0.02,5508,09_sample-2-10_sorted.bam_filtered.mpair.codec_stats,09,7.467500787032278,0.01659393310546875,4,4,3
rans0,1487746,186094,0.03,2776,0.03,2652,09_sample-2-10_sorted.bam_filtered.mpair.codec_stats,09,47.29417165120443,5.91576894124349,6,2,1
rans1,1487746,180,0.02,2636,0.03,3376,09_sample-2-10_sorted.bam_filtered.mpair.codec_stats,09,70.94125747680664,0.0057220458984375,3,1,4
gabac,1487746,37,0.03,18212,0.04,22444,09_sample-2-10_sorted.bam_filtered.mpair.codec_stats,09,47.29417165120443,0.0008821487426757812,1,2,7
gzip,209715200,81813471,243.32,1748,18.3,1608,07_chr2_p.gtl_filtered.pair.cropped.codec_stats,07,0.821962847279303,4.26357409993156,5,5,6
bzip2,209715200,65565089,25.26,9888,20.7,6968,07_chr2_p.gtl_filtered.pair.cropped.codec_stats,07,7.91765637371338,3.020663837303862,2,4,7
xz,209715200,65619108,314.07,691404,13.08,67692,07_chr2_p.gtl_filtered.pair.cropped.codec_stats,07,0.6368007132167988,4.784346939226903,3,6,5
rans0,209715200,100810020,8.5,4436,9.6,4768,07_chr2_p.gtl_filtered.pair.cropped.codec_stats,07,23.529411764705884,10.014575719833374,6,2,1
rans1,209715200,78552208,7.29,5496,13.37,6140,07_chr2_p.gtl_filtered.pair.cropped.codec_stats,07,27.434842249657063,5.60308326601358,4,1,2
gabac,209715200,61283046,12.43,939856,10.49,999532,07_chr2_p.gtl_filtered.pair.cropped.codec_stats,07,16.090104585679807,5.571407721767661,1,3,3
gzip,10098820,134802,1.05,1704,0.13,1608,09_sample-2-10_sorted.bam_filtered.rcomp.codec_stats,09,9.172366914295015,0.9889015784630408,4,5,2
bzip2,10098820,102081,0.12,6776,0.18,4416,09_sample-2-10_sorted.bam_filtered.rcomp.codec_stats,09,80.25821050008139,0.5408445994059246,2,1,4
xz,10098820,138144,2.11,160268,0.14,12732,09_sample-2-10_sorted.bam_filtered.rcomp.codec_stats,09,4.564447990525956,0.9410313197544642,5,6,3
rans0,10098820,1263058,0.22,3784,0.22,4200,09_sample-2-10_sorted.bam_filtered.rcomp.codec_stats,09,43.77720572731712,5.475208976052024,6,3,1
rans1,10098820,113227,0.24,2756,0.3,4512,09_sample-2-10_sorted.bam_filtered.rcomp.codec_stats,09,40.129105250040695,0.35993893941243493,3,4,5
gabac,10098820,94641,0.21,77744,0.28,78688,09_sample-2-10_sorted.bam_filtered.rcomp.codec_stats,09,45.86183457147508,0.32234532492501394,1,2,6
gzip,179127928,26712297,760.8,1764,2.7,1616,07_chr1_p.gtl_filtered.rcomp.codec_stats,07,0.22453956924903784,9.435122807820637,5,6,1
bzip2,179127928,28023341,24.49,10512,10.14,7000,07_chr1_p.gtl_filtered.rcomp.codec_stats,07,6.975488129222866,2.635615440985625,6,4,7
xz,179127928,23948188,386.79,691380,3.91,67740,07_chr1_p.gtl_filtered.rcomp.codec_stats,07,0.4416600850194368,5.841118112549452,4,5,2
rans0,179127928,22432324,3.77,3820,4.07,4452,07_chr1_p.gtl_filtered.rcomp.codec_stats,07,45.31291890839999,5.2562976059222395,1,1,3
rans1,179127928,22433427,4.48,3856,4.62,5564,07_chr1_p.gtl_filtered.rcomp.codec_stats,07,38.13163042068481,4.6307755755139635,2,2,4
gabac,179127928,22855261,6.93,881952,7.07,934964,07_chr1_p.gtl_filtered.rcomp.codec_stats,07,24.65075097902857,3.0829526747470193,3,3,5
gzip,6298416,141269,1.23,1756,0.08,1744,09_sample-2-10_sorted.bam_filtered.grcomp.codec_stats,09,4.883445181497714,1.6840577125549316,4,5,2
bzip2,6298416,113334,0.1,8044,0.1,5680,09_sample-2-10_sorted.bam_filtered.grcomp.codec_stats,09,60.066375732421875,1.0808372497558594,2,2,4
xz,6298416,147200,2.04,127244,0.09,9152,09_sample-2-10_sorted.bam_filtered.grcomp.codec_stats,09,2.9444301829618564,1.5597873263888888,5,6,3
rans0,6298416,787744,0.13,3460,0.13,4084,09_sample-2-10_sorted.bam_filtered.grcomp.codec_stats,09,46.20490440955529,5.7788555438701925,6,3,1
rans1,6298416,121100,0.15,2684,0.18,4520,09_sample-2-10_sorted.bam_filtered.grcomp.codec_stats,09,40.04425048828125,0.6416108873155382,3,4,6
gabac,6298416,101197,0.09,46384,0.14,46680,09_sample-2-10_sorted.bam_filtered.grcomp.codec_stats,09,66.74041748046875,0.6893498556954519,1,1,5
gzip,388084,47225,0.59,1736,0.0,1620,10_K562_cytosol_LID8465_TopHat_v2.bam_filtered.nrcomp.codec_stats,10,0.6272978701833951,inf,5,5,1
bzip2,388084,46551,0.24,6440,0.01,3196,10_K562_cytosol_LID8465_TopHat_v2.bam_filtered.nrcomp.codec_stats,10,1.5421072642008464,4.439449310302734,3,3,3
xz,388084,42780,0.43,71960,0.0,2508,10_K562_cytosol_LID8465_TopHat_v2.bam_filtered.nrcomp.codec_stats,10,0.8607110311818678,inf,2,4,1
rans0,388084,64870,0.0,1848,0.0,1956,10_K562_cytosol_LID8465_TopHat_v2.bam_filtered.nrcomp.codec_stats,10,inf,inf,6,1,1
rans1,388084,46997,0.0,1868,0.01,2856,10_K562_cytosol_LID8465_TopHat_v2.bam_filtered.nrcomp.codec_stats,10,inf,4.481983184814453,4,1,2
gabac,388084,35884,0.03,15432,0.03,15400,10_K562_cytosol_LID8465_TopHat_v2.bam_filtered.nrcomp.codec_stats,10,12.336858113606771,1.140721638997396,1,2,4
gzip,2159544,321010,8.77,1744,0.04,1556,08_m131004-10.sorted.bam_filtered.grcomp.codec_stats,08,0.23483485153354833,7.653474807739258,5,6,1
bzip2,2159544,331348,0.28,9684,0.12,6208,08_m131004-10.sorted.bam_filtered.grcomp.codec_stats,08,7.355363028390066,2.633317311604818,6,4,5
xz,2159544,290980,3.41,89912,0.05,6092,08_m131004-10.sorted.bam_filtered.grcomp.codec_stats,08,0.6039594275510906,5.5500030517578125,4,5,3
rans0,2159544,270131,0.03,2960,0.04,3440,08_m131004-10.sorted.bam_filtered.grcomp.codec_stats,08,68.65005493164062,6.440424919128418,3,1,2
rans1,2159544,269863,0.05,3128,0.05,4788,08_m131004-10.sorted.bam_filtered.grcomp.codec_stats,08,41.190032958984375,5.147228240966797,1,2,4
gabac,2159544,269953,0.06,38960,0.12,39164,08_m131004-10.sorted.bam_filtered.grcomp.codec_stats,08,34.32502746582031,2.14539368947347,2,3,6
gzip,84018806,3090093,48.92,1832,1.26,1556,10_K562_cytosol_LID8465_TopHat_v2.bam_filtered.mtfl.codec_stats,10,1.6379104124554238,2.338843118576776,4,6,1
bzip2,84018806,2732985,3.04,9868,1.75,6748,10_K562_cytosol_LID8465_TopHat_v2.bam_filtered.mtfl.codec_stats,10,26.357426768855046,1.489358629499163,3,3,4
xz,84018806,2707476,44.99,676524,1.21,67756,10_K562_cytosol_LID8465_TopHat_v2.bam_filtered.mtfl.codec_stats,10,1.7809863831366821,2.133925887178784,2,5,2
rans0,84018806,4075299,1.72,3740,1.96,4280,10_K562_cytosol_LID8465_TopHat_v2.bam_filtered.mtfl.codec_stats,10,46.58521940541822,1.9829122387633031,6,1,3
rans1,84018806,3222008,1.96,3704,2.3,5472,10_K562_cytosol_LID8465_TopHat_v2.bam_filtered.mtfl.codec_stats,10,40.880906825162924,1.3359766421110735,5,2,5
gabac,84018806,2270442,4.63,1710548,4.97,1714144,10_K562_cytosol_LID8465_TopHat_v2.bam_filtered.mtfl.codec_stats,10,17.305956237002018,0.4356664431167081,1,4,7
gzip,209715200,153362103,22.96,1764,6.23,1604,02_NA12878_S1.bam_filtered.gpair.cropped.codec_stats,02,8.710801393728223,23.476324035497576,6,3,2
bzip2,209715200,130786086,32.18,9868,20.82,6956,02_NA12878_S1.bam_filtered.gpair.cropped.codec_stats,02,6.215040397762586,5.990745973174785,3,5,5
xz,209715200,133774692,192.41,691428,17.4,67760,02_NA12878_S1.bam_filtered.gpair.cropped.codec_stats,02,1.0394470141884518,7.332039537100957,4,6,4
rans0,209715200,150142673,5.47,4836,4.95,5060,02_NA12878_S1.bam_filtered.gpair.cropped.codec_stats,02,36.56307129798903,28.926709300339823,5,1,1
rans1,209715200,128508561,6.81,6044,7.32,6276,02_NA12878_S1.bam_filtered.gpair.cropped.codec_stats,02,29.368575624082233,16.742529243719382,1,2,3
gabac,209715200,129920609,28.05,3741936,24.42,3868688,02_NA12878_S1.bam_filtered.gpair.cropped.codec_stats,02,7.1301247771836005,5.073789843372592,2,4,7
gzip,1251561,21555,0.18,1704,0.01,1612,02_NA12878_S1.bam_filtered.ntfl.codec_stats,02,6.631008783976237,2.055644989013672,5,4,1
bzip2,1251561,15587,0.02,3044,0.02,2592,02_NA12878_S1.bam_filtered.ntfl.codec_stats,02,59.67907905578613,0.7432460784912109,4,1,3
xz,1251561,27044,0.38,79516,0.02,3360,02_NA12878_S1.bam_filtered.ntfl.codec_stats,02,3.141004160830849,1.2895584106445312,6,5,2
rans0,1251561,14409,0.03,2508,0.03,2300,02_NA12878_S1.bam_filtered.ntfl.codec_stats,02,39.78605270385742,0.4580497741699219,2,2,4
rans1,1251561,14373,0.04,2644,0.03,3512,02_NA12878_S1.bam_filtered.ntfl.codec_stats,02,29.839539527893066,0.4569053649902344,1,3,5
gabac,1251561,15261,0.03,24640,0.05,24748,02_NA12878_S1.bam_filtered.ntfl.codec_stats,02,39.78605270385742,0.2910804748535156,3,2,6
gzip,19009814,2835048,81.31,1756,0.27,1604,07_chr1_g.gtl_filtered.grcomp.codec_stats,07,0.2229636129806907,10.01374986436632,5,6,1
bzip2,19009814,2975718,2.45,9868,1.04,6824,07_chr1_g.gtl_filtered.grcomp.codec_stats,07,7.399661784269371,2.7287171437190127,6,4,4
xz,19009814,2551940,37.88,236972,0.37,20864,07_chr1_g.gtl_filtered.grcomp.codec_stats,07,0.4785948091726494,6.577620635161529,4,5,2
rans0,19009814,2377643,0.4,3728,0.85,4396,07_chr1_g.gtl_filtered.grcomp.codec_stats,07,45.3229284286499,2.667643603156595,2,2,5
rans1,19009814,2377896,0.38,3716,0.43,5548,07_chr1_g.gtl_filtered.grcomp.codec_stats,07,47.70834571436832,5.273810098337573,3,1,3
gabac,19009814,2376248,1.25,450332,1.19,419260,07_chr1_g.gtl_filtered.grcomp.codec_stats,07,14.503337097167968,1.9043417537913603,1,3,6
gzip,4477934,617732,10.61,1764,0.06,1604,20_MH0003_081203_clean_2.bam_filtered.rtype.codec_stats,20,0.40249676214536334,9.818585713704428,6,6,1
bzip2,4477934,599971,0.41,9920,0.19,6408,20_MH0003_081203_clean_2.bam_filtered.rtype.codec_stats,20,10.41583084478611,3.0114575436240747,5,4,5
xz,4477934,550104,7.46,110732,0.11,7596,20_MH0003_081203_clean_2.bam_filtered.rtype.codec_stats,20,0.5724518292710864,4.769273237748579,4,5,2
rans0,4477934,493177,0.1,3268,0.11,3676,20_MH0003_081203_clean_2.bam_filtered.rtype.codec_stats,20,42.70490646362305,4.275729439475319,3,1,3
rans1,4477934,484084,0.12,3116,0.13,4944,20_MH0003_081203_clean_2.bam_filtered.rtype.codec_stats,20,35.58742205301921,3.5512190598707933,2,2,4
gabac,4477934,477690,0.27,114512,0.32,107660,20_MH0003_081203_clean_2.bam_filtered.rtype.codec_stats,20,15.81663202356409,1.4236271381378174,1,3,7
gzip,209715200,152626860,24.14,1860,4.49,1636,02_NA12878_S1.bam_filtered.pair.cropped.codec_stats,02,8.285004142502071,32.41788783423885,6,3,1
bzip2,209715200,128513634,29.99,10404,16.85,6976,02_NA12878_S1.bam_filtered.pair.cropped.codec_stats,02,6.668889629876626,7.273599528417389,3,5,5
xz,209715200,132229504,191.54,691416,14.53,67760,02_NA12878_S1.bam_filtered.pair.cropped.codec_stats,02,1.0441683199331733,8.678863168337061,4,6,4
rans0,209715200,148183257,5.26,4728,5.04,5152,02_NA12878_S1.bam_filtered.pair.cropped.codec_stats,02,38.02281368821293,28.039398079826718,5,1,2
rans1,209715200,124776905,6.39,5952,6.27,6292,02_NA12878_S1.bam_filtered.pair.cropped.codec_stats,02,31.29890453834116,18.978712851541086,1,2,3
gabac,209715200,127417365,25.89,3742268,22.86,3867452,02_NA12878_S1.bam_filtered.pair.cropped.codec_stats,02,7.72499034376207,5.315602295042023,2,4,7
gzip,58510776,12589528,70.91,1752,0.97,1624,07_ERP174310-unmapped.bam_filtered.mpos.codec_stats,07,0.7869161515188157,12.377638669358086,4,5,1
bzip2,58510776,10050579,9.75,9772,2.89,7028,07_ERP174310-unmapped.bam_filtered.mpos.codec_stats,07,5.7230999286358175,3.316601749934952,3,4,5
xz,58510776,9274156,85.82,583932,1.99,61336,07_ERP174310-unmapped.bam_filtered.mpos.codec_stats,07,0.6502007026823494,4.4444846148466945,2,6,4
rans0,58510776,14683398,1.33,4168,1.45,4388,07_ERP174310-unmapped.bam_filtered.mpos.codec_stats,07,41.955055867818956,9.657365207014413,6,1,2
rans1,58510776,13829336,1.48,5292,1.78,5800,07_ERP174310-unmapped.bam_filtered.mpos.codec_stats,07,37.70285425959407,7.409372222557496,5,2,3
gabac,58510776,8473232,2.67,253096,2.49,259888,07_ERP174310-unmapped.bam_filtered.mpos.codec_stats,07,20.89896041355776,3.2452625443178964,1,3,6
gzip,2001520,535692,2.12,1692,0.03,1684,07_chr1_N.gtl_filtered.nmis.codec_stats,07,0.9003765178176591,17.029190063476562,4,4,1
bzip2,2001520,382268,0.29,9648,0.11,6296,07_chr1_N.gtl_filtered.nmis.codec_stats,07,6.582062819908406,3.3141743053089487,1,2,6
xz,2001520,395464,2.05,89020,0.06,4940,07_chr1_N.gtl_filtered.nmis.codec_stats,07,0.9311210818407013,6.2857309977213545,2,3,4
rans0,2001520,799317,0.05,3960,0.06,4276,07_chr1_N.gtl_filtered.nmis.codec_stats,07,38.17596435546875,12.704801559448242,6,1,2
rans1,2001520,549031,0.05,4540,0.05,4964,07_chr1_N.gtl_filtered.nmis.codec_stats,07,38.17596435546875,10.471935272216797,5,1,3
gabac,2001520,478394,3.27,20272,0.12,19988,07_chr1_N.gtl_filtered.nmis.codec_stats,07,0.5837303418267393,3.8019339243570967,3,5,5
gzip,209715200,32999862,293.73,1896,10.07,1612,07_chr1_m.gtl_filtered.mpos.cropped.codec_stats,07,0.6808974228032546,3.125235435387347,4,5,3
bzip2,209715200,25365566,21.91,9772,13.49,7036,07_chr1_m.gtl_filtered.mpos.cropped.codec_stats,07,9.128251939753538,1.7932163688145009,3,3,5
xz,209715200,23407648,391.5,691468,8.26,67828,07_chr1_m.gtl_filtered.mpos.cropped.codec_stats,07,0.5108556832694764,2.7025753880239862,2,6,4
rans0,209715200,36073691,4.42,3856,4.46,4528,07_chr1_m.gtl_filtered.mpos.cropped.codec_stats,07,45.248868778280546,7.71357681719177,6,1,1
rans1,209715200,34289607,5.13,4768,5.88,5700,07_chr1_m.gtl_filtered.mpos.cropped.codec_stats,07,38.98635477582846,5.561414543463259,5,2,2
gabac,209715200,21279438,24.08,939056,26.91,992452,07_chr1_m.gtl_filtered.mpos.cropped.codec_stats,07,8.305647840531561,0.7541305644057666,1,4,6
gzip,809962,80681,1.72,1772,0.01,1680,05_9827_2#49.unmapped.bam_filtered.rcomp.codec_stats,05,0.4490929980610692,7.694339752197266,4,6,1
bzip2,809962,78580,0.09,6248,0.03,4876,05_9827_2#49.unmapped.bam_filtered.rcomp.codec_stats,05,8.582666185167101,2.497990926106771,3,4,4
